"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://klhinnovation-6eac7.web.app/","text/html; charset=utf-8","200","OK","Indexable",""
"https://klhinnovation-6eac7.web.app/KLHsnake/nibblesindex.html","text/html; charset=utf-8","200","OK","Indexable",""
"https://klhinnovation-6eac7.web.app/tts.html","text/html; charset=utf-8","200","OK","Indexable",""
"https://klhinnovation-6eac7.web.app/index.html","text/html; charset=utf-8","200","OK","Indexable",""
